quote,author,tags
i dont like people who have never fallen or stumbled. their virtue is lifeless and it isnt of much value. life hasnt revealed its beauty to them. ,Boris Pasternak,['life']
you never change your life until you step out of your comfort zone change begins at the end of your comfort zone.,Roy T. Bennett,"['achievement', 'change', 'comfort-zone', 'courage', 'dream', 'dreams', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leaders', 'leadership', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'start-up', 'step-out-of-your-comfort-zone']"
"memories, even your most precious ones, fade surprisingly quickly. but i donât go along with that. the memories i value most, i donât ever see them fading.","Kazuo Ishiguro,",['memory']
"1. be impeccable with your wordspeak with integrity. say only what you mean. avoid using the word to speak against yourself or to gossip about others. use the power of your word in the direction of truth and love. 2. dont take anything personallynothing others do is because of you. what others say and do is a projection of their own reality, their own dream. when you are immune to the opinions and actions of others, you wont be the victim of needless suffering. 3. dont make assumptionsfind the courage to ask questions and to express what you really want. communicate with others as clearly as you can to avoid misunderstandings, sadness and drama. with just this one agreement, you can completely transform your life. 4. always do your bestyour best is going to change from moment to moment it will be different when you are healthy as opposed to sick. under any circumstance, simply do your best, and you will avoid selfjudgment, selfabuse and regret.",Don Miguel Ruiz,"['spirituality', 'toltec-wisdom']"
"when we dont know who to hate, we hate ourselves.","Chuck Palahniuk,","['hate', 'self-loathing']"
"when the first baby laughed for the first time, its laugh broke into a thousand pieces, and they all went skipping about, and that was the beginning of fairies.","J.M. Barrie,",['happiness']
"the more one judges, the less one loves.","HonorÃ© de Balzac,","['human-nature', 'love']"
better a cruel truth than a comfortable delusion.,Edward Abbey,['truth']
"i must be a mermaid, rango. i have no fear of depths and a great fear of shallow living.",Anais Nin,"['anais-nin', 'inspirational', 'living', 'mermaids', 'no-fear', 'sea']"
"selfishness is not living as one wishes to live, it is asking others to live as one wishes to live.",Oscar Wilde,['selfishness']
"sometimes the bible in the hand of one man is worse than a whisky bottle in the hand of another... there are just some kind of men who whore so busy worrying about the next world theyve never learned to live in this one, and you can look down the street and see the results.","Harper Lee,","['bible', 'god', 'hatred', 'judgement', 'religion']"
"do not let the memories of your past limit the potential of your future. there are no limits to what you can achieve on your journey through life, except in your mind.","Roy T. Bennett,","['future', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'limit', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'potential']"
a smile is a curve that sets everything straight.,Phyllis Diller,['humor']
"remember me and smile, for its better to forget than to remember me and cry.",Dr. Seuss,"['dr-seuss', 'goodbye']"
"let the first act of every morning be to make the following resolve for the day i shall not fear anyone on earth. i shall fear only god. i shall not bear ill will toward anyone. i shall not submit to injustice from anyone. i shall conquer untruth by truth. and in resisting untruth, i shall put up with all suffering.",Mahatma Gandhi,"['bravery', 'god', 'goodness', 'humanity', 'justice', 'kindness', 'peace', 'suffering']"
"did you see that dress?â ""i saw the dress.â ""did you like it?â he didnt answer. i took that as a yes. ""am i going to endanger my reputation if i wear it to the dance?â when he spoke, i could barely hear him. ""youll endanger the school.â i smiled and fell asleep.","Richelle Mead,","['funny', 'sweet']"
one persons craziness is another persons reality.,Tim Burton,"['craziness', 'insanity', 'perspective', 'reality', 'sanity']"
"you are not special. youre not a beautiful and unique snowflake. youre the same decaying organic matter as everything else. were all part of the same compost heap. were all singing, all dancing crap of the world.","Chuck Palahniuk,",['unique']
"i kept always two books in my pocket, one to read, one to write in.","Robert Louis Stevenson,","['books', 'inspirational', 'on-writing', 'reading']"
"thats the thing about depression a human being can survive almost anything, as long as she sees the end in sight. but depression is so insidious, and it compounds daily, that its impossible to ever see the end.","Elizabeth Wurtzel,",['depression']
"if i had my life to live over again, i would have made a rule to read some poetry and listen to some music at least once every week.","Charles Darwin,","['arts', 'life', 'music', 'poetry']"
"may it be a light to you in dark places, when all other lights go out.","J.R.R. Tolkien,","['benediction', 'gift', 'light']"
"they always say time changes things, but you actually have to change them yourself.","Andy Warhol,","['change', 'initiative', 'time']"
"i know were fucked up, alright? im impulsive, and hot tempered, and you get under my skin like no one else. you act like you hate me one minute, and then need me the next. i never get anything right, and i dont deserve you...but i fucking love you, abby. i love you more than i loved anyone or anything ever. when youre around, i dont need booze, or money, or the fighting, or the onenight stands...","Jamie McGuire,",['love']
what she had realized was that love was that moment when your heart was about to burst.,"Stieg Larsson,","['adoration', 'infatuation', 'love']"
anxiety is the dizziness of freedom.,"SÃ¸ren Kierkegaard ,","['anxiety', 'dizziness', 'fear', 'freedom', 'life']"
"things need not have happened to be true. tales and dreams are the shadowtruths that will endure when mere facts are dust and ashes, and forgot.","Neil Gaiman,",['sandman']
to choose doubt as a philosophy of life is akin to choosing immobility as a means of transportation.,"Yann Martel,",['life']
"if you have good friends, no matter how much life is sucking , they can make you laugh.",P.C. Cast  Kristin Cast,['friendship']
in the endthese things matter mosthow well did you love?how fully did you live?how deeply did you let go?,"Jack Kornfield,","['eastern-philosophy', 'inspirational']"
"the ultimate measure of a man is not where he stands in moments of comfort and convenience, but where he stands at times of challenge and controversy.",Martin Luther King Jr.,['challanges']
do not think that love in order to be genuine has to be extraordinary. what we need is to love without getting tired. be faithful in small things because it is in them that your strength lies.,Mother Teresa,['paraphrased']
"i always arrive late at the office, but i make up for it by leaving early.",Charles Lamb,"['humor', 'work']"
"it doesnt matter. i have books, new books, and i can bear anything as long as there are books.","Jo Walton,",['books']
if youre too openminded your brains will fall out.,Lawrence Ferlinghetti,"['beatnik', 'cynical', 'funny', 'humour']"
"kind words can be short and easy to speak, but their echoes are truly endless.",Mother Teresa,['misattributed-to-mother-teresa']
"why do people say ""grow some balls""? balls are weak and sensitive. if you wanna be tough, grow a vagina. those things can take a pounding.",Sheng Wang,"['feminism', 'humor', 'misattributed-betty-white']"
"i hope youre pleased with yourselves. we could all have been killed or worse, expelled. now if you dont mind, im going to bed.","J.K. Rowling,","['humor', 'school']"
"whatever you are physically...male or female, strong or weak, ill or healthyall those things matter less than what your heart contains. if you have the soul of a warrior, you are a warrior. all those other things, they are the glass that contains the lamp, but you are the light inside.","Cassandra Clare,","['character', 'clockwork-angel', 'jem-carstairs', 'lamp', 'light', 'soul', 'warrior']"
my rapier wit hides my inner pain.,Cassandra Clare,"['humor', 'jace-wayland', 'the-mortal-instruments', 'tmi']"
"i say let the world go to hell, but i should always have my tea.","Fyodor Dostoevsky,","['hell', 'individualism', 'irony', 'selfishness', 'tea']"
better to die fighting for freedom then be a prisoner all the days of your life.,Bob Marley,"['freedom', 'liberty', 'life', 'revolution']"
"no sight so sad as that of a naughty child,"" he began, ""especially a naughty little girl. do you know where the wicked go after death?""""they go to hell,"" was my ready and orthodox answer.""and what is hell? can you tell me that?""""a pit full of fire.""""and should you like to fall into that pit, and to be burning there for ever?""""no, sir.""""what must you do to avoid it?""i deliberated a moment my answer, when it did come was objectionable ""i must keep in good health and not die.","Charlotte BrontÃ«,","['children', 'hell', 'humor', 'religion']"
id rather die my way than live yours.,"Lauren Oliver,","['independence', 'lena-holoway', 'self-determination', 'self-reliance']"
try to be a rainbow in someones cloud.,"Maya Angelou,","['2008', 'advice']"
"where words leave off, music begins.",Heinrich Heine,"['music', 'power-of-music']"
morning is wonderful. its only drawback is that it comes at such an inconvenient time of day.,"Glen Cook,","['morning', 'waking-up']"
"life is too short to waste any amount of time on wondering what other people think about you. in the first place, if they had better things going on in their lives, they wouldnt have the time to sit around and talk about you. whats important to me is not others opinions of me, but whats important to me is my opinion of myself.",C. JoyBell C.,"['defiant', 'freedom', 'inspirational', 'inspirational-attitude', 'inspirational-quotes', 'inspiring', 'life-and-living', 'self-belief', 'self-love', 'self-worth', 'society']"
"i could die for you. but i couldnt, and wouldnt, live for you.","Ayn Rand,","['death', 'die', 'fountainhead', 'life', 'live', 'mortality']"
"i am lonely, yet not everybody will do. i dont know why, some people fill the gaps and others emphasize my loneliness. in reality those who satisfy me are those who simply allow me to live with my idea of them.",Anais Nin,['diary-entry']
"headline?"" he asked.""swing set needs home,"" i said.""desperately lonely swing set needs loving home,"" he said.""lonely, vaguely pedophilic swing set seeks the butts of children,"" i said.","John Green,","['funny', 'humor', 'humour', 'internet', 'john-green', 'pedophile', 'pedophilia', 'tfios', 'the-fault-in-our-stars']"
the only thing necessary for the triumph of evil is for good men to do nothing.,Edmund Burke,['evil']
"i hope that in this year to come, you make mistakes.because if you are making mistakes, then you are making new things, trying new things, learning, living, pushing yourself, changing yourself, changing your world. youre doing things youve never done before, and more importantly, youre doing something.so thats my wish for you, and all of us, and my wish for myself. make new mistakes. make glorious, amazing mistakes. make mistakes nobodys ever made before. dont freeze, dont stop, dont worry that it isnt good enough, or it isnt perfect, whatever it is art, or love, or work or family or life.whatever it is youre scared of doing, do it.make your mistakes, next year and forever.",Neil Gaiman,"['2012', 'blog', 'new-year']"
"if you have enough book space, i dont want to talk to you.",Terry Pratchett,"['books', 'shelves']"
"holding eleanors hand was like holding a butterfly. or a heartbeat. like holding something complete, and completely alive.","Rainbow Rowell,","['friendship', 'high-school', 'love', 'relationships', 'sweet', 'teenage-love']"
education the path from cocky ignorance to miserable uncertainty.,Mark Twain,['education']
the truth will set you free. but not until it is finished with you.,"David Foster Wallace,","['freedom', 'truth']"
"the only real prison is fear, and the only real freedom is freedom from fear",Aung San Suu Kyi,['civil-rights']
"i hope you will have a wonderful year, that youll dream dangerously and outrageously, that youll make something that didnt exist before you made it, that you will be loved and that you will be liked, and that you will have people to love and to like in return. and, most importantly because i think there should be more kindness and more wisdom in the world right now, that you will, when you need to be, be wise, and that you will always be kind.",Neil Gaiman,['kindness']
its the job thats never started as takes longest to finish.,"J.R.R. Tolkien,","['fellowship', 'gamgee', 'hobbit', 'samwise', 'tolkien']"
"i am not proud, but i am happy and happiness blinds, i think, more than pride.","Alexandre Dumas,","['happiness', 'pride']"
"i donât trust anybody. not anybody. and the more that i care about someone, the more sure i am theyâre going to get tired of me and take off.","Rainbow Rowell,","['fear', 'friendship', 'tired', 'trust']"
"i can only note that the past is beautiful because one never realises an emotion at the time. it expands later, and thus we dont have complete emotions about the present, only about the past.",Virginia Woolf,"['beauty', 'emotion', 'history', 'memory', 'recollection']"
"it takes courage to love, but pain through love is the purifying fire which those who love generously know. we all know people who are so much afraid of pain that they shut themselves up like clams in a shell and, giving out nothing, receive nothing and therefore shrink until life is a mere living death.",Eleanor Roosevelt,['love']
learn from the mistakes of others. you can never live long enough to make them all yourself.,Groucho Marx,[]
"great heroes need great sorrows and burdens, or half their greatness goes unnoticed. it is all part of the fairy tale.","Peter S. Beagle,","['heroes', 'inspirational']"
"i have faith that god will show you the answer. but you have to understand that sometimes it takes a while to be able to recognize what god wants you to do. thats how it often is. gods voice is usually nothing more than a whisper, and you have to listen very carefully to hear it. but other times, in those rarest of moments, the answer is obvious and rings as loud as a church bell.","Nicholas Sparks,",['god']
theres nowhere you can be that isnt where youre meant to be...,John Lennon,"['beatles', 'destiny', 'fate', 'life']"
everything must be made as simple as possible. but not simpler.,Albert Einstein,"['einstein', 'paraphrased', 'science', 'systems']"
i guess thatâs just part of loving people you have to give things up. sometimes you even have to give them up.,"Lauren Oliver,","['give', 'love', 'sacrifice']"
"they say im oldfashioned, and live in the past, but sometimes i think progress progresses too fast!",Dr. Seuss,"['life', 'time']"
words dazzle and deceive because they are mimed by the face. but black words on a white page are the soul laid bare.,Guy de Maupassant,['books']
"when god created mothers"" when the good lord was creating mothers, he was into his sixth day of ""overtime"" when the angel appeared and said. ""youre doing a lot of fiddling around on this one."" and god said, ""have you read the specs on this order?"" she has to be completely washable, but not plastic. have 180 moveable parts...all replaceable. run on black coffee and leftovers. have a lap that disappears when she stands up. a kiss that can cure anything from a broken leg to a disappointed love affair. and six pairs of hands."" the angel shook her head slowly and said. ""six pairs of hands.... no way."" its not the hands that are causing me problems,"" god remarked, ""its the three pairs of eyes that mothers have to have."" thats on the standard model?"" asked the angel. god nodded. one pair that sees through closed doors when she asks, what are you kids doing in there? when she already knows. another here in the back of her head that sees what she shouldnt but what she has to know, and of course the ones here in front that can look at a child when he goofs up and say. i understand and i love you without so much as uttering a word."" god,"" said the angel touching his sleeve gently, ""get some rest tomorrow...."" i cant,"" said god, ""im so close to creating something so close to myself. already i have one who heals herself when she is sick...can feed a family of six on one pound of hamburger...and can get a nine year old to stand under a shower."" the angel circled the model of a mother very slowly. ""its too soft,"" she sighed. but tough!"" said god excitedly. ""you can imagine what this mother can do or endure."" can it think?"" not only can it think, but it can reason and compromise,"" said the creator. finally, the angel bent over and ran her finger across the cheek. theres a leak,"" she pronounced. ""i told you that you were trying to put too much into this model."" its not a leak,"" said the lord, ""its a tear."" whats it for?"" its for joy, sadness, disappointment, pain, loneliness, and pride."" you are a genius, "" said the angel. somberly, god said, ""i didnt put it there.","Erma Bombeck,","['children', 'family', 'humor', 'love', 'mothers', 'mothers-day', 'sadness']"
"sorrow is how we learn to love. your heart isnt breaking. it hurts because its getting larger. the larger it gets, the more love it holds.","Rita Mae Brown,",['love']
"âloneliness is the human condition. cultivate it. the way it tunnels into you allows your soul room to grow. never expect to outgrow loneliness. never hope to find people who will understand you, someone to fill that space. an intelligent, sensitive person is the exception, the very great exception. if you expect to find people who will understand you, you will grow murderous with disappointment. the best youll ever do is to understand yourself, know what it is that you want, and not let the cattle stand in your way.","Janet Fitch,",['loneliness']
the most effective way to destroy people is to deny and obliterate their own understanding of their history.,George Orwell,"['history', 'propaganda', 'rewriting-history']"
you do have a story inside you it lies articulate and waiting to be written â behind your silence and your suffering.,Anne Rice,"['anne-rice', 'pandora']"
"we sit silently and watch the world around us. this has taken a lifetime to learn. it seems only the old are able to sit next to one another and not say anything and still feel content. the young, brash and impatient, must always break the silence. it is a waste, for silence is pure. silence is holy. it draws people together because only those who are comfortable with each other can sit without speaking. this is the great paradox.","Nicholas Sparks,","['perception', 'silence']"
"trains are great dirty smoky things,"" said will. ""you wont like it."" tessa was unmoved. ""i wont know if i like it until i try it, will i?"" ""ive never swum naked in the thames before, but i know i wouldnt like it."" ""but think how entertaining for sightseers,"" said tessa, and she saw jem duck his head to hide the quick flash of his grin.","Cassandra Clare,","['clockwork-prince', 'humor', 'jem-carstairs', 'teasing', 'tessa-gray', 'will-herondale']"
"when were incomplete, were always searching for somebody to complete us. when, after a few years or a few months of a relationship, we find that were still unfulfilled, we blame our partners and take up with somebody more promising. this can go on and onseries polygamyuntil we admit that while a partner can add sweet dimensions to our lives, we, each of us, are responsible for our own fulfillment. nobody else can provide it for us, and to believe otherwise is to delude ourselves dangerously and to program for eventual failure every relationship we enter.",Tom Robbins,['relationships']
"freeing yourself was one thing, claiming ownership of that freed self was another.","Toni Morrison,","['freedom', 'self']"
"between two evils, i always pick the one i never tried before.",Mae West,"['evil', 'temptation']"
"when the snows fall and the white winds blow, the lone wolf dies but the pack survives.","George R.R. Martin,","['friendship', 'loneliness']"
"an unbreakable vow?"" said ron, looking stunned. ""nah, he canât have.... are you sure?""""yes iâm sure,"" said harry. ""why, what does it mean?""""well, you canât break an unbreakable vow...""""iâd worked that much out for myself, funnily enough.","J.K. Rowling,","['harry-potter', 'humor', 'malfoy', 'ron-weasley', 'snape', 'unbreakable-vow']"
your silence will not protect you.,"Audre Lorde,","['protection', 'silence', 'speech']"
"the past is always tense, the future perfect.",Zadie Smith,"['future', 'grammar', 'language', 'past']"
"it is a far, far better thing that i do, than i have ever done it is a far, far better rest that i go to than i have ever known.","Charles Dickens,","['last-words', 'self-sacrifice']"
"heaven knows we need never be ashamed of our tears, for they are rain upon the blinding dust of earth, overlying our hard hearts. i was better after i had cried, than beforemore sorry, more aware of my own ingratitude, more gentle.","Charles Dickens,","['crying', 'heartfelt', 'shame', 'sorrow', 'tears']"
"i learned that courage was not the absence of fear, but the triumph over it. the brave man is not he who does not feel afraid, but he who conquers that fear.",Nelson Mandela,"['bravery', 'courage', 'fear']"
"atticus, he was real nice.""""most people are, scout, when you finally see them.","Harper Lee,",['inspirational']
"he awoke each morning with the desire to do right, to be a good and meaningful person, to be, as simple as it sounded and as impossible as it actually was, happy. and during the course of each day his heart would descend from his chest into his stomach. by early afternoon he was overcome by the feeling that nothing was right, or nothing was right for him, and by the desire to be alone. by evening he was fulfilled alone in the magnitude of his grief, alone in his aimless guilt, alone even in his loneliness. i am not sad, he would repeat to himself over and over, i am not sad. as if he might one day convince himself. or fool himself. or convince othersthe only thing worse than being sad is for others to know that you are sad. i am not sad. i am not sad. because his life had unlimited potential for happiness, insofar as it was an empty white room. he would fall asleep with his heart at the foot of his bed, like some domesticated animal that was no part of him at all. and each morning he would wake with it again in the cupboard of his rib cage, having become a little heavier, a little weaker, but still pumping. and by the midafternoon he was again overcome with the desire to be somewhere else, someone else, someone else somewhere else. i am not sad.","Jonathan Safran Foer,",['sadness']
"patience, grasshopper,"" said maia. ""good things come to those who wait.""""i always thought that was good things come to those who do the wave,"" said simon. ""no wonder ive been so confused all my life.","Cassandra Clare,","['maia', 'patience', 'simon', 'wit']"
"the very first moment i beheld him, my heart was irrevocably gone.","Jane Austen,",['romance']
the last enemy that shall be destroyed is death.,"J.K. Rowling,","['bible', 'death', 'enemy']"
"to err is human, to forgive, divine.","Alexander Pope,","['failure', 'forgiveness', 'humanity', 'mistakes']"
"id rather be hated for who i am, than loved for who i am not.",Kurt Cobain,['inspirational']
"i am too intelligent, too demanding, and too resourceful for anyone to be able to take charge of me entirely. no one knows me or loves me completely. i have only myself",Simone de Beauvoir,['feminism']
no one ever told me that grief felt so like fear.,"C.S. Lewis,","['fear', 'grief', 'sorrow']"
whenever you feel like criticizing any one...just remember that all the people in this world havent had the advantages that youve had.,F. Scott Fitzgerald,"['empathy', 'thankful', 'understanding', 'understanding-others']"
"so many people walk around with a meaningless life. they seem halfasleep, even when theyre busy doing things they think are important. this is because theyre chasing the wrong things. the way you get meaning into your life is to devote yourself to loving others, devote yourself to your community around you, and devote yourself to creating something that gives you purpose and meaning.","Mitch Albom,",['inspirational']
all i have seen teaches me to trust the creator for all i have not seen.,Ralph Waldo Emerson,"['belief', 'experience', 'faith', 'judging-from-experience', 'religion', 'unseen']"
"to be fully seen by somebody, then, and be loved anyhow this is a human offering that can border on miraculous.","Elizabeth Gilbert,","['acceptance', 'being-loved', 'love', 'marriage', 'relationships', 'truth']"
"in your light i learn how to love. in your beauty, how to make poems. you dance inside my chest where noone sees you, but sometimes i do, and that sight becomes this art.",Rumi,['love']
"the man who passes the sentence should swing the sword. if you would take a mans life, you owe it to him to look into his eyes and hear his final words. and if you cannot bear to do that, then perhaps the man does not deserve to die.","George R.R. Martin,","['honor', 'justice', 'personal-responsibility', 'responsibility']"
"i dont know who invented high heels, but all women owe him a lot!",Marilyn Monroe,['fashion']
"the major problemâone of the major problems, for there are severalâone of the many major problems with governing people is that of whom you get to do it or rather of who manages to get people to let them do it to them. to summarize it is a wellknown fact that those people who must want to rule people are, ipso facto, those least suited to do it. to summarize the summary anyone who is capable of getting themselves made president should on no account be allowed to do the job.","Douglas Adams,","['elections', 'hg2g', 'politics', 'rulers']"
let the improvement of yourself keep you so busy that you have no time to criticize others.,"Roy T. Bennett,","['improvement', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leadership', 'learning', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'success']"
"what is family? they were the people who claimed you. in good, in bad, in parts or in whole, they were the ones who showed up, who stayed in there, regardless. it wasnt just about blood relations or shared chromosomes, but something wider, bigger. we had many families over time. our family of origin, the family we created, and the groups you moved through while all of this was happening friends, lovers, sometimes even strangers. none of them perfect, and we couldnt expect them to be. you cant make any one person your world. the trick was to take what each could give you and build your world from it.","Sarah Dessen,",['ruby']
"sometimes i wonder if theres something wrong with me. perhaps ive spent too long in the company of my literary romantic heroes, and consequently my ideals and expectations are far too high.","E.L. James,",['romance']
"if the real world were a book, it would never find a publisher. overlong, detailed to the point of distractionand ultimately, without a major resolution.","Jasper Fforde,","['life', 'world']"
"its going to be all right, sir,"" harry said over and over again, more worried by dumbledores silence than he had been by his weakened voice. ""were nearly there ... i can apparate us both back ... dont worry ...""""i am not worried, harry,"" said dumbledore, his voice a little stronger despite the freezing water. ""i am with you.","J.K. Rowling,","['dumbledore', 'harry-potter', 'hope']"
second star to the right and straight on til morning. ,"J.M. Barrie,",['childhood-memory']
"youre the first shadowhunter ive ever met."" âœthatâs too bad,â said jace, âœsince all the others you meet from now on will be a terrible letdown.","Cassandra Clare,","['city-of-fallen-angels', 'jace-lightwood', 'jordan-kyle']"
when will you learn that there isnt a word for everything?,"Nicole Krauss,",['power-of-words']
"alec looked at her and shook his head. ""how do you manage never to get mud on your clothes?""isabelle shrugged philosophically. ""im pure at heart. it repels the dirt.","Cassandra Clare,","['alec-lightwood', 'city-of-ashes', 'clean', 'dirt', 'humor', 'isabelle-lightwood', 'sarcasm']"
evil is always possible. and goodness is eternally difficult.,"Anne Rice,",['good-evil']
"when you have lost hope, you have lost everything. and when you think all is lost, when all is dire and bleak, there is always hope.","Pittacus Lore,",['hope']
"what a blessing it is to love books as i love them to be able to converse with the dead, and to live amidst the unreal!","Thomas Babington Macaulay,","['books', 'reading']"
"why are you worrying about youknowwho, when you should be worrying about younopoo? the constipation sensation thats gripping the nation!","J.K. Rowling,",['humor']
"words, i think, are such unpredictable creatures. no gun, no sword, no army or king will ever be more powerful than a sentence. swords may cut and kill, but words will stab and stay, burying themselves in our bones to become corpses we carry into the future, all the time digging and failing to rip their skeletons from our flesh.","Tahereh Mafi,","['adam', 'ignite-me']"
blessed are the hearts that can bend they shall never be broken.,Albert Camus,"['beatitudes', 'blessed', 'unbreakable']"
"magnus, standing by the door, snapped his fingers impatiently. ""move it along, teenagers. the only person who gets to canoodle in my bedroom is my magnificent self.""""canoodle?"" repeated clary, never having heard the word before.""magnificent?"" repeated jace, who was just being nasty. magnus growled. the growl sounded like ""get out.","Cassandra Clare,","['canoodle', 'city-of-bones', 'clary-fray', 'humor', 'jace-wayland', 'magnificent', 'magnus-bane']"
man only likes to count his troubles he doesnt calculate his happiness.,"Fyodor Dostoevsky,","['happiness', 'man', 'trouble']"
im killing time while i wait for life to shower me with meaning and happiness.,Bill Watterson,"['calvin-and-hobbes', 'humor', 'life']"
the best way to cheer yourself is to try to cheer someone else up.,Mark Twain,['happiness']
"i was dead until you found me, though i breathed. i was sightless, though i could see. and then you came...and i was awakened.","J.R. Ward,",['zsadist']
"youâre dangerous,â he says.âœwhy?ââœbecause you make me believe in the impossible","Simone Elkeles,",['romance']
educating the mind without educating the heart is no education at all.,Aristotle,"['education', 'ethics']"
the price good men pay for indifference to public affairs is to be ruled by evil men.,Plato,['philosophy']
"once you have read a book you care about, some part of it is always with you.","Louis L'Amour,","['books', 'inspirational', 'reading']"
"ignore those that make you fearful and sad, that degrade you back towards disease and death.",Rumi Jalalud-Din,['inspiration']
"and then something invisible snapped insider her, and that which had come together commenced to fall apart.","John Green,","['depressing', 'wise']"
the two hardest tests on the spiritual road are the patience to wait for the right moment and the courage not to be disappointed with what we encounter.,"Paulo Coelho,","['appreciation', 'courage', 'patience', 'trials-of-life']"
"those who can make you believe absurdities, can make you commit atrocities.",Voltaire,"['absurdities', 'atheism', 'atrocities', 'barbarity', 'injustice', 'religion', 'skepticism']"
i write to give myself strength. i write to be the characters that i am not. i write to explore all the things im afraid of. ,Joss Whedon,['writing']
books serve to show a man that those original thoughts of his arent very new after all.,Abraham Lincoln,"['books', 'originality', 'unique']"
"you might want to lie down,"" magnus advised. ""i find that it helps when the crushing sense of horrible realization sets in.","Cassandra Clare,",['humorous']
"the world was collapsing, and the only thing that really mattered to me was that she was alive.","Rick Riordan,","['infatuation', 'love', 'obsession']"
"parents can only give good advice or put them on the right paths, but the final forming of a persons character lies in their own hands.",Anne Frank,"['growing-up', 'innocence', 'inspirational', 'parenting', 'personal-responsibility', 'right-of-passage', 'self-determination', 'self-responsibility']"
"um...is that thing tame?"" frank said.the horse whinnied angrily.""i dont think so,"" percy guessed. ""he just said, i will trample you to death, silly chinese canadian baby man.","Rick Riordan,","['funny', 'silly-chinese-canadian-baby-man']"
"this is how you do it you sit down at the keyboard and you put one word after another until its done. its that easy, and that hard.",Neil Gaiman,['writing']
"theyre certainly entitled to think that, and theyre entitled to full respect for their opinions... but before i can live with other folks ive got to live with myself. the one thing that doesnt abide by majority rule is a persons conscience.","Harper Lee,",['integrity']
"in my younger and more vulnerable years my father gave me some advice that ive been turning over in my mind ever since.""whenever you feel like criticizing any one,"" he told me, ""just remember that all the people in this world havent had the advantages that youve had.","F. Scott Fitzgerald,","['f-scott-fitzgerald', 'narrator', 'the-great-gatsby']"
"you should write because you love the shape of stories and sentences and the creation of different words on a page. writing comes from reading, and reading is the finest teacher of how to write.",Annie Proulx,"['reading', 'words', 'writing']"
"people tend to complicate their own lives, as if living werent already complicated enough.","Carlos Ruiz ZafÃ³n,",['life-lessons']
"make a radical change in your lifestyle and begin to boldly do things which you may previously never have thought of doing, or been too hesitant to attempt. so many people live within unhappy circumstances and yet will not take the initiative to change their situation because they are conditioned to a life of security, conformity, and conservation, all of which may appear to give one peace of mind, but in reality nothing is more damaging to the adventurous spirit within a man than a secure future. the very basic core of a mans living spirit is his passion for adventure. the joy of life comes from our encounters with new experiences, and hence there is no greater joy than to have an endlessly changing horizon, for each day to have a new and different sun. if you want to get more out of life, you must lose your inclination for monotonous security and adopt a helterskelter style of life that will at first appear to you to be crazy. but once you become accustomed to such a life you will see its full meaning and its incredible beauty.","Jon Krakauer,","['conformity', 'life', 'novelty', 'security']"
maybe our girlfriends are our soulmates and guys are just people to have fun with.,"Candace Bushnell,","['dating', 'humor', 'relationships', 'soulmates']"
the earth has its music for those who will listen,"Reginald Vincent Holmes,",['misattributed-george-santayana']
"when one is in love, one always begins by deceiving ones self, and one always ends by deceiving others. that is what the world calls a romance.","Oscar Wilde,",['romance']
a man who dares to waste one hour of time has not discovered the value of life.,"Charles Darwin,","['dare', 'inspirational', 'life', 'science', 'time', 'value', 'waste']"
we do not need magic to transform our world. we carry all of the power we need inside ourselves already.,"J.K. Rowling,",['magic']
"when i say its you i like, im talking about that part of you that knows that life is far more than anything you can ever see or hear or touch. that deep part of you that allows you to stand for those things without which humankind cannot survive. love that conquers hate, peace that rises triumphant over war, and justice that proves more powerful than greed.",Fred Rogers,"['friends', 'friendship', 'love', 'peace']"
"i wonder how many people dont get the one they want, but end up with the one theyre supposed to be with.","Fannie Flagg,","['couples', 'deep', 'dissapointment', 'fate', 'heart', 'inspirational', 'love', 'people', 'romance']"
"when we are young, the words are scattered all around us. as they are assembled by experience, so also are we, sentence by sentence, until the story takes shape.","Louise Erdrich,",['athe-plague-of-dives']
all happiness depends on courage and work.,HonorÃ© de Balzac,"['courage', 'happiness', 'work']"
"be thankful for what you have youll end up having more. if you concentrate on what you dont have, you will never, ever have enough.",Oprah Winfrey,"['appreciation', 'contentment', 'dissatisfaction', 'life', 'perception', 'positivity', 'thankfulness', 'thanksgiving']"
"all good books are alike in that they are truer than if they had really happened and after you are finished reading one you will feel that all that happened to you and afterwards it all belongs to you the good and the bad, the ecstasy, the remorse and sorrow, the people and the places and how the weather was. if you can get so that you can give that to people, then you are a writer.",Ernest Hemingway,"['authors', 'good-books', 'truth', 'writers']"
the supreme art of war is to subdue the enemy without fighting.,"Sun Tzu,","['diplomacy', 'strategy', 'victory', 'war']"
